"alg","asterix_mean","asterix_std","breakout_mean","breakout_std","freeway_mean","freeway_std","seaquest_mean","seaquest_std","space_invaders_mean","space_invaders_std"
"rho_dqn_baseline","15.678511922561801","0.8853705013363664","8.97788718264187","0.7451581190303542","53.246373881664155","0.3682401399935587","18.126207095277703","1.2529974500419858","38.53977569212218","2.6024016247840467"
"per_dqn_baseline","16.161436664014555","1.0242441825714692","8.879309443584482","0.7174279650579645","52.75437335345042","0.219924950575162","6.015120915050734","1.916888208814841","37.359983030777805","4.449771922109073"
"dqn_baseline","12.539034998696598","1.0751823625192918","9.36065629292413","0.2901208431451699","52.80243844847389","0.3457362692147022","16.131248041304524","2.876193324336561","45.363358330169355","1.6542942851860813"
