"alg","cheetah_run_mean","cheetah_run_std","finger_spin_mean","finger_spin_std","hopper_hop_mean","hopper_hop_std","quadruped_run_mean","quadruped_run_std","quadruped_walk_mean","quadruped_walk_std","reacher_easy_mean","reacher_easy_std","reacher_hard_mean","reacher_hard_std","walker_run_mean","walker_run_std","walker_walk_mean","walker_walk_std"
"RHOSAC_baseline","0.6602914876914667","0.14122043030957313","0.9787799999999999","0.014458409317763845","0.24780505432354052","0.05100855552385279","0.8339171716453292","0.08105243867476591","0.9426390692792609","0.009752113796090211","0.97908","0.011018057905093808","0.9568000000000001","0.0387258569950363","0.7951365185423546","0.042519844783299385","0.9632757202628808","0.005026422861206115"
"PERSAC_baseline","0.8318689554476961","0.038901914684458444","0.9754000000000002","0.006750703667026159","0.21735462667562727","0.1137894052695371","0.4964249013369043","0.2160103972464766","0.766296805213978","0.20086051945660408","0.9815800000000001","0.006331003080081361","0.9350799999999999","0.04794060491900371","0.7554875321854336","0.06434718704285845","0.957377717344458","0.008237684341190986"
"baseline","0.7618906877911498","0.11238321304821292","0.96668","0.029398870726611244","0.2647478130140953","0.03789692704694942","0.6126737305995079","0.14390353480482174","0.8319176041529545","0.07433924927580836","0.98306","0.0027015551077111235","0.95508","0.03852050882322299","0.7591322453227246","0.02390938566665126","0.9436736112993312","0.03027631909620226"
