"alg","Alien_mean","Alien_std","Amidar_mean","Amidar_std","Assault_mean","Assault_std","BankHeist_mean","BankHeist_std","Frostbite_mean","Frostbite_std","Jamesbond_mean","Jamesbond_std","Seaquest_mean","Seaquest_std"
"per_replay_2M","0.14339338251279005","0.030023796471995157","0.25646262473011616","0.027596618403867446","4.443918398768283","0.8558417745940244","0.5935850588712952","0.1775236881357973","0.41616114299098256","0.3397393486725611","2.3155588020452886","1.5690278078167286","0.032019968418269776","0.00958952237559871"
"rho_priority_2M","0.19075638777373588","0.09936006371250722","0.2263406663943514","0.0652044094584918","4.396612779060815","1.3162198389004478","0.6918392204628503","0.27242846384546593","0.7732052933598783","0.3779529633345509","3.0021913805697586","2.120424147582627","0.04017500946737389","0.00624093789969096"
